meanR;meanG;meanB;stdR;stdG;stdB;skewR;skewG;skewB;kurR;kurG;kurB;entR;entG;entB;Class
22.65634631;18.56033307;5.724938748;54.44134035;44.94000584;16.5085366;2.087531959;2.137195069;3.44275473;2.583328793;2.85773803;12.88218403;11.26534487;11.25765469;11.07310703;2
23.59837663;18.94771827;4.838828664;55.84243413;45.34274075;15.24215283;2.060515905;2.13809741;4.082366814;2.52226085;2.970158378;18.66933561;11.29349598;11.28249261;10.97570007;2
20.91844259;16.88981023;4.127138036;52.0916794;42.45945844;13.21198649;2.20185757;2.26280281;4.359706766;3.127400928;3.473275059;22.64718153;11.20531307;11.19546032;10.95154764;2
21.78188178;17.35439973;5.143269616;53.87835773;43.4959431;15.25007013;2.199888181;2.278841716;3.716537738;3.140078024;3.58130998;15.75651517;11.22113301;11.20677376;11.03948516;2
18.32787075;15.34192978;4.484733266;48.41607172;40.78116463;14.37113597;2.381757356;2.415402354;4.11053771;3.976730968;4.159575824;19.34065919;11.10338953;11.09616542;10.91412484;2
18.05567562;14.70925982;4.384696283;48.67691859;39.89618187;14.31024561;2.443630007;2.487398981;4.176508553;4.261696239;4.549049927;19.88577497;11.06809232;11.06174608;10.87922733;2
17.99733227;14.02404039;4.216746795;48.54817407;38.17080544;14.00286527;2.469098952;2.54201599;4.265787901;4.474659836;4.980932983;20.70074888;11.06981118;11.06106393;10.8555732;2
22.78700921;19.04710614;5.636757273;54.46214232;45.85186048;15.90764175;2.09512421;2.131005555;3.457210158;2.67299373;2.857286717;13.23936241;11.27902669;11.27038409;11.11960761;2
20.87565104;19.08138406;4.506175265;50.7252635;46.45368897;14.38869729;2.120343842;2.133581935;4.118161897;2.761916726;2.83679376;19.02012738;11.2449457;11.24305115;10.94940378;2
23.00398522;19.30938155;5.630736101;55.23894084;46.56050846;15.48701899;2.093033323;2.120019916;3.395627305;2.620355398;2.770518938;13.42002477;11.26828126;11.26400664;11.14937707;2
23.45223897;18.85281643;4.708038631;55.32805045;44.57393101;13.50062352;2.003833777;2.018364616;3.895490444;2.162210963;2.241596;18.64824518;11.29123307;11.28904079;11.12041141;2
22.63198425;18.40244006;5.051370655;53.99645597;44.36848345;14.50703568;2.084489902;2.146830717;3.6651562;2.60336394;2.937003828;15.774187;11.28125128;11.26994719;11.09856841;2
22.47684372;17.75881795;5.031725761;55.20437348;43.73659806;15.09549612;2.135984412;2.156024054;3.9661387;2.765981719;2.889963727;18.36649953;11.22515805;11.22241945;11.0418709;2
22.75789725;18.70655356;6.213054348;55.76535691;45.92038829;17.05283598;2.135138033;2.146663609;3.16758438;2.75825803;2.826591291;10.79926976;11.23108283;11.22909552;11.12965822;2
20.43525603;16.14635725;4.911805042;52.15159046;41.43214344;14.7430715;2.24900018;2.292605649;3.628957755;3.27496464;3.555152159;14.58953853;11.15883092;11.15360492;10.99993653;2
20.28393314;15.98322123;3.924594736;52.29894458;41.38868394;12.51087021;2.266914789;2.300592149;4.410451067;3.322933713;3.536325988;24.28305164;11.13915325;11.13499752;10.94183394;2
24.22957501;20.38031812;5.736357017;56.38550882;47.70002247;15.89619597;1.985358688;2.021666424;3.462037796;2.140811816;2.328348135;13.63165552;11.31737207;11.31167211;11.15413057;2
21.47575929;17.06388298;5.004742203;53.9566092;43.04065094;14.81239144;2.195418585;2.225647099;3.74364752;3.002246955;3.190821564;16.13483144;11.18546436;11.18168096;11.03790841;2
19.06789517;14.94569388;4.966841177;50.90198027;40.25001682;15.66882022;2.39550419;2.46356345;3.81701702;3.991598425;4.441228011;15.71332504;11.08211269;11.07334413;10.91654739;2
20.1983539;18.18302746;4.130655202;49.39652383;44.81199406;13.52106853;2.153750089;2.1967417;4.294031974;2.929818627;3.146694196;21.47339335;11.23716979;11.22886092;10.90035755;2
20.95344474;16.94112118;5.728521403;52.80957611;43.11656808;16.99133631;2.236703418;2.304301841;3.584592234;3.274113829;3.679524958;13.93358535;11.18502737;11.17513205;11.02587889;2
18.49372457;15.57233497;4.5228558;48.91105254;41.48429381;13.9687049;2.382971162;2.428096633;3.952230564;3.965962096;4.227701637;18.51012507;11.10132196;11.09337429;10.95899548;2
21.52432931;17.62075282;5.805933725;54.26357743;44.60747259;16.23217641;2.206291977;2.237419228;3.273651981;3.058150942;3.246207694;12.15198011;11.1792372;11.17523683;11.09056602;2
18.58438694;14.75889885;4.885200937;49.98102422;39.86652021;14.69693256;2.398527067;2.433064357;3.526120031;3.951198294;4.172552423;13.95991653;11.06606705;11.06187599;10.96378184;2
19.39576014;15.89747057;5.260459042;51.08720632;42.14367099;15.60170639;2.342219833;2.38524761;3.452171126;3.702121199;3.960149027;13.07695529;11.10373178;11.09692087;10.99186872;2
17.81881395;14.33648453;4.98592941;48.23446105;39.06965346;15.1909693;2.446822173;2.497929033;3.586591454;4.255788531;4.594950187;14.20941525;11.05957554;11.05275497;10.94913439;2
18.79380278;14.83127427;4.988874507;49.75371693;39.57533569;15.37769324;2.376375593;2.442259931;3.732381952;3.915692525;4.35735272;15.42276927;11.0977287;11.09030427;10.94925395;2
18.88712902;14.95700621;5.238288955;50.04599822;39.7808017;15.91756309;2.365874676;2.397457398;3.640628055;3.825061523;4.039949082;14.52898633;11.09419909;11.09062867;10.9667058;2
18.57237927;14.78562623;5.435550727;49.81517507;40.02047616;16.17543174;2.436198377;2.507301897;3.427001453;4.262232214;4.732307438;12.81168061;11.0777917;11.06891563;10.97984339;2
16.73057084;13.77722625;4.662818201;47.04382275;38.86062068;14.62509818;2.549522693;2.576745605;3.72337006;4.73667005;4.929076313;15.73891323;10.98927568;10.98630011;10.89073441;2
20.55728589;17.80241078;5.167450613;52.31981523;45.54359495;16.08445117;2.276934939;2.313084432;3.658957061;3.514333848;3.733951223;14.31953874;11.16864576;11.16341179;10.93355538;2
17.53505031;14.26994537;4.652946638;48.43422036;39.5843147;14.58825167;2.507200642;2.542334524;3.737300347;4.551600398;4.784632933;15.60482319;11.02328538;11.0192604;10.9025953;2
18.66212093;14.70888036;4.849984976;50.90687241;40.42949921;14.96355166;2.482851185;2.530735653;3.775396287;4.448847402;4.742690942;16.40796487;11.04837228;11.0399083;10.93653922;2
17.03709589;13.32430157;4.909821098;47.26747338;37.24746461;15.69415687;2.529002459;2.582343551;3.795757707;4.691478924;5.034925774;15.76766931;11.01610647;11.00817483;10.87335939;2
19.29202493;15.06070675;4.657251603;50.99758681;40.13582482;14.38297483;2.387325402;2.441558438;3.873990642;3.985696274;4.319694292;17.1047474;11.10396435;11.09537732;10.95967779;2
19.21435451;15.07137959;4.855432153;50.64428716;39.94790308;14.83069559;2.359173685;2.402037013;3.701039418;3.810664259;4.08479523;15.34045428;11.10513567;11.09964576;10.96296529;2
18.53095145;15.3292441;4.663640671;48.84503316;40.82065695;14.99235027;2.389088454;2.46154889;3.940014349;4.047299517;4.512609936;17.06985619;11.11012174;11.0994037;10.89504242;2
19.95551922;16.35784756;4.85952524;51.95553309;43.07413113;15.92172901;2.35195425;2.436788413;3.99940653;3.877706409;4.422399412;17.28551414;11.13074678;11.11950535;10.86560544;2
15.59184503;13.27376109;3.9069569;44.03996209;37.85141807;13.03260103;2.58038747;2.64555282;4.222906006;4.980605411;5.386540944;20.63522233;10.98224561;10.97206421;10.82062373;2
19.92639569;17.4458499;4.259588418;50.3297131;44.31647484;13.55291398;2.262151798;2.297396481;4.166672379;3.42429476;3.623912461;20.47588863;11.18523019;11.17898408;10.93524362;2
21.00292198;17.55506117;3.88533962;52.56393091;44.35019673;12.96538384;2.201089584;2.26527923;4.668605282;3.088355456;3.469836718;26.05126112;11.19436355;11.18465869;10.89889547;2
20.96931822;18.13837717;4.92483358;52.42891037;45.67670886;15.11676849;2.197457755;2.244323719;3.72617078;3.049995991;3.320085234;15.41759781;11.1967981;11.18922525;10.96977536;2
20.94151411;18.01579258;3.839277459;50.19071343;43.59953799;13.49751938;2.102190789;2.169858462;4.63082535;2.730294264;3.124562098;24.27546185;11.27208405;11.26254851;10.80180959;2
22.74184464;19.61423662;4.066350391;53.18136256;46.12835565;12.72878232;1.987952117;2.028378761;4.363536982;2.122405098;2.34570882;23.13655386;11.30770883;11.30237021;11.00461971;2
22.36836631;19.60581738;5.233540973;52.93815727;46.67371141;15.7133158;2.042590429;2.080337993;3.635289395;2.397487185;2.598853477;14.45370044;11.29050043;11.28462715;11.01443969;2
20.1677588;17.1525171;4.483357988;50.52202172;43.45225482;14.13802698;2.240272738;2.300587403;4.106392053;3.351018846;3.674825399;19.47231787;11.19900883;11.18604793;10.95498854;2
19.88665133;17.19257158;3.785581931;49.78061621;43.36047787;12.78933194;2.221284566;2.267304198;4.643386913;3.237877582;3.48995687;25.52282463;11.19645237;11.18849834;10.86950302;2
25.58456607;21.46470507;4.955374753;57.86824923;49.13425754;15.01725155;1.938051525;2.000748747;4.055512178;2.008598733;2.311692785;18.83146342;11.37212574;11.35843819;11.05429251;2
30.76099451;26.08856671;6.690194696;64.54937906;55.16458608;17.38392918;1.718391372;1.757226738;3.238411004;1.141123456;1.317263451;11.68961253;11.49248468;11.48405156;11.28001126;2
17.26093288;15.44781458;4.048115446;45.62412318;40.97536069;13.59409708;2.382773148;2.398382211;4.363577574;3.980306015;4.048485427;21.76817233;11.10204292;11.09776225;10.84784256;2
19.25303177;16.05490708;4.284245177;49.41886916;41.60711314;14.45916084;2.322408389;2.394675094;4.343766997;3.776208177;4.241742993;20.98293827;11.15720019;11.14777008;10.84882269;2
18.01510686;15.59409671;4.715579543;47.65399232;41.48638333;15.06492551;2.395238739;2.4309453;4.001980476;4.046276862;4.258458587;18.02094001;11.10321123;11.09690996;10.90944077;2
21.51675758;17.51688086;5.212122088;52.30556243;43.16090674;15.97959792;2.150656881;2.228039313;3.76754347;2.923420894;3.342430483;15.41930238;11.25123583;11.23636383;10.99098168;2
20.7406562;17.48382604;5.171901966;52.31207627;44.63301875;15.45087983;2.258215624;2.325819719;3.728065424;3.394496236;3.761566768;15.93450061;11.18805569;11.17453413;11.01989911;2
25.81022521;21.96104922;6.102128791;57.19570017;49.02527735;16.67322427;1.868153043;1.915804229;3.279603222;1.730991244;1.97296467;11.69288269;11.40163241;11.39462336;11.17604629;2
23.95070767;19.19213241;4.660408577;55.7615695;45.09374361;15.02730537;2.022552259;2.086172873;4.09710749;2.391124233;2.748714082;18.46052558;11.32184679;11.31312104;10.9318637;2
22.53470746;18.51554025;4.928770648;53.75593992;44.61090301;14.77930726;2.081971782;2.142051542;3.800386795;2.596937413;2.913775222;16.64578996;11.28045532;11.2699441;11.03115878;2
24.50251749;19.49691429;4.271854197;54.8055163;44.50159507;13.93628607;1.949223262;2.054973348;4.317061368;2.16633746;2.673024735;21.22437044;11.396352;11.37472293;10.93353153;2
22.62734606;18.77324681;4.708464312;53.84058241;45.21948853;14.59121932;2.080176601;2.150414996;4.116178737;2.592971982;2.96353324;19.59740633;11.28630163;11.27312285;11.00842925;2
20.54206346;17.00279678;4.444305119;51.64683299;43.09853425;13.95584607;2.249390266;2.294561444;4.177655371;3.358303279;3.611355507;20.37134256;11.19432377;11.18477292;10.97418091;2
21.62044463;17.25156404;4.468528492;52.58823771;42.66604334;15.09578432;2.183239097;2.287414271;4.37801012;3.169991506;3.758325315;21.1701262;11.25369338;11.236505;10.86409225;2
22.52540218;18.80065412;4.748476408;54.09000528;45.74956452;15.3943245;2.147453999;2.226883992;4.123198339;3.00212142;3.434089029;18.71044921;11.276432;11.26251688;10.9184453;2
25.74442377;21.72884307;5.128428563;57.74402695;49.46042803;15.30743856;1.941272218;2.012232651;3.953620484;2.0728073;2.404640909;18.08460217;11.3912114;11.37412175;11.07536189;2
20.34974806;17.19214204;4.652883074;52.36689479;44.55300029;14.5599242;2.329593326;2.373854453;3.974712503;3.765385279;4.024563769;18.39883094;11.1546487;11.14705438;10.94906885;2
22.89206962;18.89548662;5.134871564;54.70040212;45.65798593;15.81213926;2.122007929;2.191437184;3.82260299;2.868061469;3.255910078;15.84013327;11.28278451;11.27113235;10.99509361;2
25.77529046;22.81951507;6.18958603;58.26969519;51.95583999;16.90969925;1.93591315;1.975432297;3.286967073;1.995750911;2.187212494;12.21039634;11.37213946;11.36459945;11.16500068;2
22.66019863;19.46507489;4.867522652;54.51132962;47.26227997;15.27565421;2.122765565;2.169460338;4.129993725;2.807579755;3.037875461;19.44065936;11.26951138;11.25874601;10.98139242;2
22.36967417;18.19831923;4.490636942;53.78444259;44.14090312;14.4623853;2.100298984;2.152667794;4.24981746;2.658740129;2.935233306;20.63310986;11.26643792;11.25723154;10.9397653;2
21.54370262;15.93183131;3.655127049;50.32163693;38.02621501;13.21059081;2.070183216;2.214627109;4.79274365;2.704089111;3.527808273;26.06270306;11.32209044;11.30089933;10.75454234;2
20.99454512;18.0275537;5.38793223;52.36182751;45.04067337;15.59377203;2.199882419;2.207571669;3.486068324;3.075512761;3.113841156;13.50474967;11.20304813;11.20075115;11.06027041;2
21.09616733;17.78740408;5.064749753;52.7113894;44.56001578;14.87896673;2.209728716;2.227903498;3.738613833;3.158524179;3.270758808;16.39522374;11.19915515;11.1964066;11.05054013;2
21.80667722;18.28738289;5.083816799;53.62707838;45.17525661;15.61169044;2.146246325;2.181001701;3.712782364;2.835208705;3.052412788;14.71449191;11.22365546;11.21928431;10.9820855;2
22.34248259;18.82135455;3.81725376;53.27923484;45.04847303;12.24270042;2.046886409;2.070556564;4.50094286;2.367782131;2.495862391;25.38391711;11.27535044;11.27157739;10.95432266;2
20.37100129;16.79495847;4.57545727;51.56751815;43.12330558;14.90858007;2.282123532;2.390143879;3.899705655;3.583678826;4.25916682;16.09209647;11.18179555;11.16828436;10.87781805;2
22.06047753;18.92372989;5.091201692;54.04441471;46.55188739;14.91120855;2.126904372;2.154920954;3.656357814;2.711667015;2.866846162;15.5854954;11.22950357;11.22544957;11.05026376;2
20.70837956;17.77053863;5.652565258;52.2039619;44.94334964;16.5542588;2.227719375;2.252512265;3.433406994;3.210922651;3.369231992;12.62843836;11.18295491;11.17973778;11.03208598;2
22.63757011;18.9786755;4.038661859;52.84089872;44.49730418;13.06350842;1.981768409;2.01153103;4.370564852;2.093585905;2.257385812;22.70540668;11.31069848;11.30623566;10.9420638;2
21.13731971;18.25002697;4.625007705;51.8845502;45.2322563;14.20909002;2.179495243;2.23519185;4.002189123;3.053071812;3.355944772;18.85316524;11.23457465;11.22369216;10.9948899;2
24.20178632;20.03252512;4.782727364;55.45401453;46.05078221;14.518529;1.954941872;1.969991521;4.203046753;2.05941505;2.130664503;20.5270321;11.34533902;11.34151741;11.07074685;2
23.19280849;19.83541936;4.459907005;53.82334521;46.14066962;13.11252852;1.963995055;1.976886376;4.113060688;2.014355372;2.076551237;20.91696422;11.32021464;11.31760406;11.09946541;2
24.3056814;20.50047576;5.182617188;56.9109088;48.17498149;15.58565184;2.009574956;2.035317953;3.790522611;2.259027504;2.403633305;15.75199851;11.30830358;11.30485209;11.04427625;2
21.6380478;19.41614083;5.225946129;52.27079911;47.22785624;15.61049904;2.126034185;2.15881313;3.728204067;2.815531984;2.975751091;15.4416875;11.26030008;11.25193376;11.03746663;2
24.7778773;22.40000925;5.135075737;56.49943558;51.31481189;14.60730753;1.940790944;1.964871548;3.823311732;1.995593439;2.108038717;17.85404266;11.35361719;11.34850543;11.14151673;2
21.08285565;18.5791632;5.742474498;51.6223536;45.7319642;16.56857131;2.146081683;2.175729253;3.411414909;2.840366989;2.993457919;12.51470809;11.23450116;11.2287451;11.06611813;2
21.04451738;18.97443987;4.696204312;50.70939982;45.89902245;14.16480932;2.097354953;2.115925326;3.983649381;2.651995782;2.732573176;18.55909337;11.2601171;11.25568122;11.03709623;2
24.51646673;19.88623143;4.973981447;57.2315957;46.86214262;14.30170477;2.024031263;2.079104071;3.834012609;2.347436612;2.625522023;17.73311387;11.318304;11.30854207;11.11518067;2
27.16998351;21.76926159;5.436951045;61.33912808;49.59064238;16.03765521;1.916556829;1.974859555;3.689441078;1.906799643;2.21631639;14.76882401;11.37090946;11.36196864;11.08023586;2
23.73724498;20.64698518;5.562596308;55.7563872;48.72407668;15.48259115;2.006176063;2.03841205;3.388920235;2.201993185;2.377864649;13.17131836;11.30144391;11.2969323;11.13418058;2
29.43387497;25.04939249;6.257498536;63.16667918;54.32092845;17.38410922;1.801201706;1.857867503;3.40383629;1.487470558;1.749397821;12.4625008;11.45996995;11.44923049;11.17149615;2
26.36999584;22.65068533;4.105979182;57.49495605;49.9991764;14.18591418;1.836343737;1.896374491;4.526660439;1.618509883;1.885339669;22.30886328;11.43216397;11.41804313;10.85710327;2
19.0821969;17.01370847;4.097014839;48.00197091;43.0281043;13.08667701;2.225477187;2.25498012;4.270127036;3.249052906;3.406506434;21.53831334;11.18612103;11.17988981;10.9389117;2
21.72475962;18.07749515;4.77002242;53.76193945;45.00857926;15.0285182;2.196924231;2.238872552;4.095420021;3.123513395;3.366747525;19.21256362;11.21857921;11.21258362;10.95878815;2
22.42101593;18.3943733;5.116767597;53.66829373;44.60879504;16.12414227;2.113949977;2.203754636;3.885912703;2.810721128;3.329715656;16.11511064;11.27698209;11.26419215;10.9570466;2
20.92371448;17.84369607;4.533898468;51.93985977;44.65273114;14.70116668;2.206215012;2.25411458;4.157757282;3.165600992;3.42449359;19.01744244;11.21353167;11.20494404;10.92189382;2
21.21979783;17.93516742;5.118776581;52.80219215;45.12676492;16.09831311;2.236485953;2.295061891;3.854036942;3.365476527;3.673400135;15.85546813;11.21314753;11.20054804;10.95232953;2
22.30560435;18.75447061;5.062369021;52.45011841;44.58547795;15.3009576;2.090210612;2.16125542;3.864606015;2.758755605;3.153993761;17.16057566;11.31241466;11.30139323;11.02413935;2
24.90171582;21.02078903;6.856551251;57.45575477;49.10112972;18.36121647;2.00390993;2.064493977;3.148920558;2.28266685;2.570198276;10.68340456;11.34063085;11.32680219;11.19180967;2
24.38776658;19.80009361;5.426160703;56.12100869;46.08137159;17.23302701;2.013953173;2.082582697;3.816005298;2.411351046;2.773195094;15.11200833;11.34555346;11.33415347;10.93863588;2
22.88517012;19.85541097;4.675719613;53.50687084;46.61384914;14.02305746;2.023696454;2.05012232;3.938404776;2.36701521;2.507493384;18.19729415;11.3131255;11.30909243;11.04701901;2
22.51074219;18.27271904;4.614361825;53.75894133;44.01840313;14.46110678;2.074765844;2.12532586;4.155450953;2.530205003;2.80142702;19.61184146;11.27742723;11.26790237;10.99248974;2
24.02746895;19.02091423;5.498239491;56.80563792;45.64886974;16.45649928;2.073893848;2.16945135;3.654273938;2.609436324;3.140559711;14.41149225;11.29851937;11.28317778;11.03192619;2
28.40349752;23.05665989;6.297048354;62.00919622;50.92799322;17.61676011;1.844200387;1.917345878;3.377883407;1.648456488;2.018311226;12.12273969;11.43081362;11.41947929;11.14919863;2
21.83678694;18.51351586;5.268857094;53.33104096;45.67488001;16.03115829;2.174485201;2.233619307;3.71143902;3.041702039;3.362173779;15.10708129;11.2453244;11.23439258;10.99335152;2
22.09933779;18.00426066;5.474850145;53.89073393;44.33456485;16.18941454;2.179193711;2.241783283;3.576469966;3.102230236;3.459755527;13.77173767;11.24844598;11.23845644;11.04249433;2
21.02688532;17.60352333;5.297212078;50.83278491;43.2314437;16.42716529;2.188793803;2.283633972;3.892269054;3.262296952;3.814165575;16.46306597;11.26867083;11.25140866;10.99021965;2
16.01674025;14.0270452;4.746787167;44.64679723;39.37299991;15.12329397;2.557822863;2.606175064;3.699954024;4.89342082;5.201693066;14.60413145;11.00961419;11.00224771;10.87211985;2
15.19515841;13.33448518;4.319102872;43.82657215;38.58537384;14.00501337;2.654314998;2.672725943;3.887276209;5.341043132;5.447540684;17.33912227;10.94794837;10.94408553;10.83644923;2
16.01006418;13.73050149;4.211101223;44.50507997;38.47461271;13.66360934;2.555351598;2.615211396;3.999093738;4.897479757;5.294630253;18.43873686;11.01551753;11.00735761;10.85899796;2
15.75570528;13.34867326;3.981073564;44.44578582;37.81533146;13.53002525;2.584838282;2.61634706;4.326699986;4.99367906;5.205469593;21.34877544;10.98710696;10.98267291;10.79991878;2
25.8610026;22.58170573;5.655398638;57.76305252;50.68879562;15.88742731;1.863762366;1.89440026;3.353769536;1.642336271;1.792852238;12.2698058;11.38450516;11.37968073;11.12714861;2
18.04497773;15.7361644;4.507176868;48.27295433;42.36227917;14.15670174;2.390967284;2.43349229;3.821604086;3.944476711;4.205011204;16.5176048;11.07659294;11.06986981;10.91557685;2
17.00753899;14.42531127;4.18652729;47.56670074;40.45375258;13.44754537;2.528383563;2.550190548;3.915373954;4.614795247;4.75925312;17.83707063;10.99816736;10.99554946;10.86450176;2
17.3661127;15.07911312;4.206582455;46.49411883;40.52691123;13.46204561;2.413245141;2.445282687;3.972328879;4.097571361;4.304952856;17.93979866;11.07874655;11.07524665;10.89694099;2
17.51149724;15.49836662;4.780560435;46.63335329;41.37284266;14.45108753;2.39781829;2.413156737;3.637719382;4.00963497;4.097278218;15.24493537;11.0890773;11.08643282;10.9692498;2
18.67401304;15.59017505;4.750132905;49.82644603;41.95167042;15.70594096;2.396781252;2.461406352;4.061088207;4.019862707;4.444130484;17.68192519;11.08281034;11.07430472;10.85494317;2
19.80424834;16.95181906;4.497286042;51.0040103;43.8005334;14.01276463;2.273817013;2.295891863;4.057698422;3.371712926;3.505585658;19.17756352;11.14327512;11.13981626;10.96524668;2
16.13546675;14.32880301;4.087463018;43.76874221;39.17087137;13.28945734;2.457291807;2.505518669;4.18778687;4.375491467;4.653578469;20.37779284;11.05427195;11.04571372;10.87887233;2
16.45874746;14.15571645;4.046953973;46.09125561;39.84291553;13.04670933;2.554591466;2.587733884;4.104852233;4.798584922;5.00194557;20.49390883;10.99979517;10.99428953;10.86908698;2
18.65404262;15.66025448;4.416431675;48.98530354;41.42780416;14.38742444;2.354528621;2.413736792;4.071351466;3.820815019;4.210006906;18.65079207;11.11243121;11.10536044;10.87698204;2
15.74183694;13.26627219;4.064932739;43.89490225;37.3069709;13.39271656;2.556713391;2.616840028;4.065326562;4.865985552;5.255471848;18.81372227;11.0095553;11.00057448;10.83833453;2
22.67893052;19.84303347;5.140551806;53.39262386;46.98626076;15.32519336;2.047318774;2.080430908;3.795730311;2.472801747;2.643104662;16.2180567;11.30237542;11.29619383;11.05062977;2
20.42522074;17.00801667;5.034963634;51.86422447;43.46070191;15.32145447;2.260187895;2.304384764;3.717859307;3.373473262;3.638420344;15.34640361;11.17259875;11.16625738;10.98523288;2
20.41951931;17.03874083;4.846860746;52.27210028;43.92011442;14.89722762;2.300283925;2.341359249;3.87472527;3.594217657;3.82945945;16.8737247;11.16167208;11.15395272;10.98227226;2
19.9401138;16.93596678;5.095868775;50.07517465;42.75363169;15.42507016;2.227203033;2.262683703;3.63324974;3.265133618;3.477197217;14.22359895;11.19000346;11.18461704;10.99399475;2
22.32411281;19.49909278;5.299588958;54.18852135;47.50894358;14.94447277;2.099380339;2.122645781;3.522675388;2.597189293;2.720048734;14.91955212;11.24496421;11.24110468;11.10696925;2
23.80942778;20.52072162;5.342114691;55.66477961;48.50018684;16.28224748;2.044330047;2.111011669;3.79098803;2.514967363;2.873123001;15.7036964;11.31667502;11.3053902;11.01083637;2
18.46381518;16.23622219;4.816073025;48.40603364;42.93447867;15.38134192;2.380526005;2.435919851;3.896780909;4.03406331;4.366187952;16.64992629;11.12048571;11.11102242;10.9050595;2
19.04807114;16.97656057;4.091891257;48.45086583;43.52372885;13.20524109;2.256672805;2.30196935;4.357906694;3.349549009;3.593223015;22.5262824;11.16764623;11.15881226;10.92462758;2
19.95901327;17.29116201;5.247480584;50.44329078;44.06499971;16.31027517;2.264490426;2.317904238;3.798275136;3.457629822;3.766075048;15.71225185;11.18323754;11.1745754;10.95744322;2
17.78001918;14.75403145;4.393681814;47.16713238;39.40972049;13.87996767;2.405287987;2.450991606;3.977253693;4.121158785;4.398784395;18.07375135;11.09762694;11.09035127;10.92537792;2
15.86009153;12.87564912;4.40408885;45.37349593;37.14809373;14.35256282;2.653674581;2.71296098;3.910249986;5.401365826;5.789811569;17.20205344;10.967058;10.95796746;10.83770479;2
25.22785495;20.21442385;6.061018784;58.09831995;46.83597763;16.40152622;1.939309238;1.979687752;3.157091991;1.914335217;2.12758595;10.82037345;11.33193653;11.32608895;11.17050874;2
22.7484976;17.27854567;4.408574874;54.91342434;42.17339834;13.59957151;2.099900484;2.173609102;4.269123473;2.64260883;3.060134467;21.90528687;11.25741011;11.24622108;11.02018011;2
23.36987064;17.54679795;5.852760571;56.31570676;42.61413619;16.48138577;2.102427765;2.158761354;3.442980982;2.661734266;2.988765234;13.29770246;11.26146494;11.25407096;11.114665;2
25.08345276;18.24252458;6.149633645;59.46445639;43.62556883;16.87771026;2.055898585;2.119080315;3.291937266;2.455754447;2.819916069;11.88264096;11.29048237;11.28230191;11.1548119;2
23.17972024;17.56270032;6.201021635;56.27152739;43.09689606;16.53639919;2.14998074;2.212888314;3.167086224;2.907735119;3.239713449;11.49562774;11.25494933;11.24360242;11.18000462;2
21.09418531;16.22391981;6.102924294;52.60846348;40.89773283;17.18586246;2.249757319;2.330065348;3.310019541;3.444462155;3.944248511;11.9980048;11.21009704;11.19987583;11.09453093;2
21.21753652;16.11682346;6.428206284;53.79471866;41.24799048;18.01224439;2.271283852;2.345219303;3.185709322;3.476729913;3.946918129;10.71759168;11.17717844;11.16840776;11.08609215;2
20.18556228;15.4527128;6.039156882;52.00226803;40.19824626;17.26394874;2.321072256;2.392371676;3.293491126;3.685265283;4.13529757;11.70661233;11.15158195;11.14194037;11.05506758;2
24.64695436;18.30033053;6.628815721;57.7920594;43.35780566;17.96586034;2.022642575;2.098410514;3.144571132;2.327562849;2.758191702;10.50989198;11.3073312;11.29778681;11.16475123;2
20.63248313;14.7165118;5.704280695;51.45656988;37.49454813;16.52582748;2.244542543;2.409777924;3.538619947;3.402638464;4.452787819;14.18387508;11.21001975;11.19003217;11.06277241;2
21.76228697;16.12409471;5.750523915;54.08158735;40.53726604;16.53803223;2.203213117;2.284785344;3.562845084;3.121274193;3.60410096;14.22110954;11.21173598;11.20038537;11.08136257;2
21.67688879;15.98490277;5.851909209;54.07363802;40.20557131;17.21687546;2.203891568;2.266504848;3.502694282;3.120602031;3.506028594;13.084224;11.20197795;11.19415026;11.03669992;2
20.83712979;16.04703102;4.904689811;53.36448142;41.65414646;15.41883813;2.305418266;2.390345388;3.985838267;3.616394204;4.121144486;17.77404051;11.16224463;11.14774447;10.95185923;2
26.37770433;20.55481655;8.697013298;60.77071362;48.18177213;21.73182359;2.012861763;2.111935061;2.712175501;2.356674338;2.862198126;7.283250283;11.34508236;11.32713338;11.27391957;2
17.50766996;13.42097934;4.173448672;48.28600385;37.24840454;13.52064833;2.479760606;2.533458189;3.974714312;4.359397264;4.726317559;18.22081374;11.02195264;11.0160745;10.85685843;2
14.93363613;11.42484128;3.491135817;43.34676746;33.50439645;11.91687985;2.660742769;2.746822649;4.417589059;5.348246037;5.964408482;23.91579022;10.93393559;10.92379052;10.77502563;2
17.24325459;12.88345584;4.085111178;47.40943735;35.71779284;13.5510969;2.471254109;2.532331852;4.150792319;4.326684762;4.725751401;19.83015956;11.02737099;11.01878225;10.83299288;2
18.33261295;14.14145903;4.103251741;49.81506974;38.73727652;12.9646456;2.441422742;2.502023864;4.082169102;4.185535729;4.576555625;20.58765188;11.04975764;11.04167946;10.91056947;2
18.96250347;15.03106124;4.17866471;50.09170848;40.18386145;13.43807526;2.379380281;2.459266338;4.196993465;3.957322422;4.441445671;20.87670778;11.10323808;11.09056176;10.90376333;2
19.88167029;15.25758907;4.651584843;51.37130014;39.8595346;14.76230326;2.298903418;2.379436128;4.017899093;3.527287274;4.030816651;18.38123269;11.13999368;11.12901424;10.9268937;2
